Genes	Disease	Inheritance	MIM	Disorder_Group	Project	GenCC
ERCC2	Xeroderma pigmentosum, group D	AR	278730	Skeletal, skin, and connective tissue disorders	NBScreening	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-Laboratory for Molecular Medicine;G2P;ClinGen
ERCC5	Xeroderma pigmentosum, group G	AR	278780	Tumor predisposition syndromes	NBScreening	Definitive-G2P;Ambry Genetics;ClinGen; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
ERCC6	Cockayne syndrome type 2	AR	133540	Complex genetic syndromes	NBScreening	Strong-Genomics England PanelApp;PanelApp Australia;Labcorp Genetics (formerly Invitae); Definitive-G2P;Myriad Women’s Health
ERCC8	Cockayne syndrome type 1	AR	216400	Complex genetic syndromes	NBScreening	Definitive-G2P;Laboratory for Molecular Medicine;Myriad Women’s Health;ClinGen; Strong-Genomics England PanelApp;PanelApp Australia;Labcorp Genetics (formerly Invitae)
F2	Congenital prothrombin deficiency	AR	613679	Haematological disorders	NBScreening	Strong-Laboratory for Molecular Medicine;Labcorp Genetics (formerly Invitae); Definitive-ClinGen
FAM20C	Lethal osteosclerotic bone dysplasia	AR	259775	Skeletal, skin, and connective tissue disorders	NBScreening	Definitive-G2P; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Moderate-Ambry Genetics
CCNQ	Syndactyly-telecanthus-anogenital and renal malformations syndrome	XLD	300707	Complex genetic syndromes	NBScreening	Definitive-G2P; Strong-Labcorp Genetics (formerly Invitae)
FBN2	Congenital contractural arachnodactyly	AD	121050	Skeletal, skin, and connective tissue disorders	NBScreening	Definitive-G2P; Strong-PanelApp Australia;Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
FGD1	Aarskog syndrome	XLR	305400	Complex genetic syndromes	NBScreening	Strong-Labcorp Genetics (formerly Invitae); Definitive-G2P;ClinGen
FGD4	Charcot-Marie-Tooth disease type 4H	AR	609311	Neuromuscular and musculoskeletal disorders	NBScreening	Strong-Labcorp Genetics (formerly Invitae)
FKRP	Autosomal recessive limb-girdle muscular dystrophy type 2I	AR	607155	Neuromuscular and musculoskeletal disorders	NBScreening	Strong-Ambry Genetics;Labcorp Genetics (formerly Invitae); Definitive-Laboratory for Molecular Medicine
FKRP	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A1	AR	236670	Neuromuscular and musculoskeletal disorders	NBScreening	
FKTN	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4	AR	253800	Neuromuscular and musculoskeletal disorders	NBScreening	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-G2P
FKTN	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4	AR	236670	Neuromuscular and musculoskeletal disorders	NBScreening	
FKTN	Dilated cardiomyopathy 1X	AR	611615	Cardiac and vascular disorders	NBScreening	Limited-Ambry Genetics
FOXC1	Axenfeld-Rieger syndrome type 3	AD	602482	Eye disorders	NBScreening	Definitive-G2P; Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae)
FOXF1	Alveolar capillary dysplasia with pulmonary venous misalignment	AD	265380	Respiratory system disorders	NBScreening	Definitive-G2P; Strong-Labcorp Genetics (formerly Invitae)
GAA	Glycogen storage disease, type II	AR	232300	Inherited disorders of metabolism	NBScreening	Definitive-G2P;Laboratory for Molecular Medicine;ClinGen; Strong-Genomics England PanelApp;PanelApp Australia;Labcorp Genetics (formerly Invitae)
GATA1	Thrombocytopenia, X-linked, with or without dyserythropoietic anemia	XLR	300367	Haematological disorders	NBScreening	Moderate-Genomics England PanelApp; Strong-Labcorp Genetics (formerly Invitae)
GATA1	X-linked dyserythropoetic anemia with abnormal platelets and neutropenia	XLR	300835	Haematological disorders	NBScreening	
GBA1	Gaucher disease type I	AR	230800	Inherited disorders of metabolism	NBScreening	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
GBE1	Glycogen storage disease, type IV	AR	232500	Inherited disorders of metabolism	NBScreening	Strong-Genomics England PanelApp;PanelApp Australia;Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics;Laboratory for Molecular Medicine;G2P;ClinGen
GJB2	Palmoplantar keratoderma-deafness syndrome	AD	148350	Hearing disorders	NBScreening	Strong-Genomics England PanelApp; Definitive-G2P
GJB2	Autosomal recessive nonsyndromic hearing loss 1A	AR	220290	Hearing disorders	NBScreening	Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae); Definitive-Laboratory for Molecular Medicine;G2P
GJB2	Autosomal dominant keratitis-ichthyosis-hearing loss syndrome	AD	148210	Hearing disorders	NBScreening	Strong-Genomics England PanelApp; Moderate-Ambry Genetics
GNPTAB	Mucolipidosis type II	AR	252500	Inherited disorders of metabolism	NBScreening	Strong-PanelApp Australia;Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics
GPC3	Simpson-Golabi-Behmel syndrome type 1	XLR	312870	Complex genetic syndromes	NBScreening	Strong-Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics;G2P
HBB	Dominant beta-thalassemia	AD	603902	Haematological disorders	NBScreening	Strong-Labcorp Genetics (formerly Invitae); Definitive-ClinGen
HBB	Beta-thalassemia HBB/LCRB	AR	613985	Haematological disorders	NBScreening	Definitive-Ambry Genetics;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
HBB	Hb SS disease	AR	603903	Haematological disorders	NBScreening	Strong-Labcorp Genetics (formerly Invitae)
HINT1	Autosomal recessive axonal neuropathy with neuromyotonia	AR	137200	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	NBScreening	Definitive-G2P; Strong-Ambry Genetics;Labcorp Genetics (formerly Invitae)
HSPG2	Schwartz-Jampel syndrome type 1	AR	255800	Complex genetic syndromes	NBScreening	Definitive-G2P;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
IDS	Mucopolysaccharidosis, MPS-II	XLR	309900	Inherited disorders of metabolism	NBScreening	Strong-PanelApp Australia;Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-G2P;Myriad Women’s Health;ClinGen
IKBKG	Incontinentia pigmenti syndrome	XLD	308300	Skeletal, skin, and connective tissue disorders	NBScreening	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-G2P;ClinGen
IKBKG	Immunodeficiency 33	XLR	300636	Autoimmune, inflammatory, and immunogenetic disorders	NBScreening	
IL10RA	Inflammatory bowel disease 28	AR	613148	Gastrointestinal disorders	NBScreening	Moderate-Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae)
KCNA5	Atrial fibrillation, familial, 7	AD	612240	Cardiac and vascular disorders	NBScreening	Moderate-Ambry Genetics; Limited-Labcorp Genetics (formerly Invitae)
KCTD7	Progressive myoclonic epilepsy type 3	AR	611726	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	NBScreening	Definitive-G2P; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Moderate-Ambry Genetics
KIF21A	Congenital fibrosis of extraocular muscles type 1	AD	135700	Eye disorders	NBScreening	Strong-Genomics England PanelApp;Laboratory for Molecular Medicine;Labcorp Genetics (formerly Invitae); Definitive-G2P
KRT5	Epidermolysis bullosa simplex 2C, localized	AD	619594	Skeletal, skin, and connective tissue disorders	NBScreening	
LEPR	Obesity due to leptin receptor gene deficiency	AR	614963	Complex genetic syndromes	NBScreening	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
LITAF	Charcot-Marie-Tooth disease type 1C	AD	601098	Neuromuscular and musculoskeletal disorders	NBScreening	Strong-Labcorp Genetics (formerly Invitae)
LMBRD1	Methylmalonic aciduria and homocystinuria type cblF	AR	277380	Inherited disorders of metabolism	NBScreening	Definitive-G2P;ClinGen; Strong-Ambry Genetics;Labcorp Genetics (formerly Invitae)
LMNA	Emery-Dreifuss muscular dystrophy 2, autosomal dominant	AD	181350	Neuromuscular and musculoskeletal disorders;Cardiac and vascular disorders	NBScreening	Definitive-Ambry Genetics;G2P; Strong-Labcorp Genetics (formerly Invitae)
LMNA	Dilated cardiomyopathy 1A	AD	115200	Neuromuscular and musculoskeletal disorders;Cardiac and vascular disorders	NBScreening	Definitive-Ambry Genetics;G2P
LMNA	Charcot-Marie-Tooth disease type 2B1	AR	605588	Neuromuscular and musculoskeletal disorders;Cardiac and vascular disorders	NBScreening	Moderate-Ambry Genetics; Limited-G2P; Strong-Labcorp Genetics (formerly Invitae)
LMNA	Hutchinson-Gilford syndrome	AD	176670	Skeletal, skin, and connective tissue disorders	NBScreening	Moderate-Ambry Genetics; Definitive-G2P; Strong-Labcorp Genetics (formerly Invitae)
LMOD3	Nemaline myopathy 10	AR	616165	Neuromuscular and musculoskeletal disorders	NBScreening	Definitive-G2P;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
DNAAF11	Primary ciliary dyskinesia 19	AR	614935	Respiratory system disorders	NBScreening	Definitive-G2P;ClinGen;Ambry Genetics; Strong-PanelApp Australia;Ambry Genetics;Labcorp Genetics (formerly Invitae)
LRSAM1	Charcot-Marie-Tooth disease axonal type 2P	AD	614436	Neuromuscular and musculoskeletal disorders	NBScreening	Strong-Labcorp Genetics (formerly Invitae); Definitive-ClinGen
MCFD2	Factor 5 and Factor VIII, combined deficiency of, 2	AR	613625	Haematological disorders	NBScreening	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics;ClinGen
MCOLN1	Mucolipidosis type IV	AR	252650	Inherited disorders of metabolism	NBScreening	Definitive-G2P;Ambry Genetics;Myriad Women’s Health;ClinGen; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
MEN1	Multiple endocrine neoplasia, type 1	AD	131100	Endocrine disorders	NBScreening	Strong-Labcorp Genetics (formerly Invitae); Limited-Ambry Genetics; Definitive-G2P;ClinGen
MFN2	Charcot-Marie-Tooth disease type 2A2	AD	609260	Neuromuscular and musculoskeletal disorders	NBScreening	Strong-Labcorp Genetics (formerly Invitae)
MKS1	Meckel syndrome, type 1	AR	249000	Complex genetic syndromes	NBScreening	Strong-Labcorp Genetics (formerly Invitae); Definitive-Myriad Women’s Health
MLYCD	Deficiency of malonyl-CoA decarboxylase	AR	248360	Inherited disorders of metabolism	NBScreening	Definitive-G2P;ClinGen; Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae)
MPI	MPI-congenital disorder of glycosylation	AR	602579	Inherited disorders of metabolism	NBScreening	Strong-Labcorp Genetics (formerly Invitae);PanelApp Australia; Definitive-G2P;Myriad Women’s Health;ClinGen
MTM1	Severe X-linked myotubular myopathy	XLR	310400	Neuromuscular and musculoskeletal disorders	NBScreening	Moderate-Genomics England PanelApp; Strong-Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics;G2P;Myriad Women’s Health;ClinGen
MYBPC3	Hypertrophic cardiomyopathy 4	AD	115197	Cardiac and vascular disorders	NBScreening	Definitive-Ambry Genetics;G2P; Strong-Labcorp Genetics (formerly Invitae);Ambry Genetics
MYCN	Feingold syndrome type 1	AD	164280	Complex genetic syndromes	NBScreening	Definitive-G2P;Ambry Genetics; Strong-Laboratory for Molecular Medicine;Labcorp Genetics (formerly Invitae)
MYL2	Hypertrophic cardiomyopathy 10	AD	608758	Cardiac and vascular disorders	NBScreening	Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae); Definitive-G2P;ClinGen
MYO7A	Usher syndrome type 1	AR	276900	Hearing disorders	NBScreening	Strong-PanelApp Australia; Definitive-G2P; Strong-Labcorp Genetics (formerly Invitae)
MYO7A	Autosomal recessive nonsyndromic hearing loss 2	AR	600060	Hearing disorders	NBScreening	Limited-PanelApp Australia; Moderate-Ambry Genetics; Definitive-G2P; Strong-Labcorp Genetics (formerly Invitae)
MYO7A	Autosomal dominant nonsyndromic hearing loss 11	AD	601317	Hearing disorders	NBScreening	Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae); Moderate-Ambry Genetics
NIPAL4	Autosomal recessive congenital ichthyosis 6	AR	612281	Skeletal, skin, and connective tissue disorders	NBScreening	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae);PanelApp Australia; Definitive-Ambry Genetics;G2P
NOTCH3	Cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	AD	125310	Cardiac and vascular disorders	NBScreening	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-Laboratory for Molecular Medicine; Moderate-Ambry Genetics
NPHS1	Finnish congenital nephrotic syndrome	AR	256300	Renal disorders	NBScreening	Definitive-G2P;Myriad Women’s Health;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
NR0B1	Congenital adrenal hypoplasia, X-linked	XLR	300200	Endocrine disorders	NBScreening	Definitive-Ambry Genetics;G2P;Myriad Women’s Health; Strong-Labcorp Genetics (formerly Invitae)
NTRK1	Hereditary insensitivity to pain with anhidrosis	AR	256800	Complex genetic syndromes	NBScreening	Strong-Labcorp Genetics (formerly Invitae); Definitive-ClinGen
OCRL	Lowe syndrome	XLR	309000	Complex genetic syndromes	NBScreening	Strong-Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics;Laboratory for Molecular Medicine;G2P;ClinGen
OPA3	3-Methylglutaconic aciduria type 3	AR	258501	Inherited disorders of metabolism	NBScreening	Strong-Labcorp Genetics (formerly Invitae); Definitive-G2P;Myriad Women’s Health
OSMR	Amyloidosis, primary localized cutaneous, 1	AD	105250	Skeletal, skin, and connective tissue disorders	NBScreening	Strong-Labcorp Genetics (formerly Invitae);Genomics England PanelApp; Moderate-Ambry Genetics
PCDH15	Usher syndrome type 1	AR	276900	Hearing disorders	NBScreening	
PCDH15	Autosomal recessive nonsyndromic hearing loss 23	AR	609533	Hearing disorders	NBScreening	Limited-PanelApp Australia; Definitive-Laboratory for Molecular Medicine; Strong-Labcorp Genetics (formerly Invitae)
PCDH15	Usher syndrome type 1F	AR	602083	Hearing disorders	NBScreening	Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae); Definitive-G2P
PCNT	Microcephalic osteodysplastic primordial dwarfism type II	AR	210720	Skeletal, skin, and connective tissue disorders	NBScreening	Definitive-G2P;Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae)
PDHA1	Pyruvate dehydrogenase E1-alpha deficiency	XLD	312170	Inherited disorders of metabolism	NBScreening	Strong-Genomics England PanelApp;Ambry Genetics;Labcorp Genetics (formerly Invitae); Definitive-G2P
PEX7	Rhizomelic chondrodysplasia punctata type 1	AR	215100	Complex genetic syndromes	NBScreening	Definitive-Ambry Genetics;G2P;Myriad Women’s Health; Strong-Labcorp Genetics (formerly Invitae)
PEX7	Refsum disease	AR	266500	Complex genetic syndromes	NBScreening	
PFKM	Glycogen storage disease, type VII	AR	232800	Inherited disorders of metabolism	NBScreening	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae);PanelApp Australia; Definitive-Ambry Genetics
PINK1	Autosomal recessive early-onset Parkinson disease 6	AR	605909	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	NBScreening	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics; Limited-Ambry Genetics
PKD1	Polycystic kidney disease, adult type	AD	173900	Renal disorders	NBScreening	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-Laboratory for Molecular Medicine
PKHD1	Polycystic kidney disease 4	AR	263200	Renal disorders	NBScreening	Definitive-G2P;Laboratory for Molecular Medicine; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
PLCE1	Nephrotic syndrome, type 3	AR	610725	Renal disorders	NBScreening	Definitive-G2P;ClinGen; Strong-Ambry Genetics;Labcorp Genetics (formerly Invitae)
PLEC	Epidermolysis bullosa simplex, Ogna type	AR	131950	Skeletal, skin, and connective tissue disorders;Neuromuscular and musculoskeletal disorders	NBScreening	Strong-Genomics England PanelApp;PanelApp Australia;Labcorp Genetics (formerly Invitae)
PLEC	Autosomal recessive limb-girdle muscular dystrophy type 2Q	AR	613723	Skeletal, skin, and connective tissue disorders;Neuromuscular and musculoskeletal disorders	NBScreening	Strong-G2P;Labcorp Genetics (formerly Invitae)
PLG	Plasminogen deficiency, type I	AR	217090	Complex genetic syndromes	NBScreening	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-ClinGen
PLN	Dilated cardiomyopathy 1P	AD	609909	Cardiac and vascular disorders	NBScreening	Strong-Ambry Genetics;Labcorp Genetics (formerly Invitae); Definitive-G2P
PLN	Hypertrophic cardiomyopathy 18	AD	613874	Cardiac and vascular disorders	NBScreening	Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae); Limited-Ambry Genetics
PNKP	Microcephaly, seizures, and developmental delay	AR	613402	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	NBScreening	Strong-Labcorp Genetics (formerly Invitae);Ambry Genetics; Definitive-ClinGen
POMGNT1	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A3	AR	253280	Neuromuscular and musculoskeletal disorders	NBScreening	Definitive-G2P;Ambry Genetics; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
POMGNT1	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3	AR	613157	Neuromuscular and musculoskeletal disorders	NBScreening	Definitive-G2P; Limited-Ambry Genetics
POR	Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis	AR	201750	Endocrine disorders	NBScreening	Strong-PanelApp Australia; Definitive-Ambry Genetics;ClinGen
PRKAR1A	Carney complex, type 1	AD	160980	Tumor predisposition syndromes	NBScreening	Definitive-Ambry Genetics;G2P;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
PRX	Charcot-Marie-Tooth disease type 4F	AR	614895	Neuromuscular and musculoskeletal disorders	NBScreening	Strong-Ambry Genetics;Labcorp Genetics (formerly Invitae)
